SUBSTITUUTIORYHMA;VNRNRO;PAKKAUSKOKO;RESEPTISTATUS;LAAKENIMI;VAHVUUS;LAAKEMUOTONIMI;HALTIJA;ATCKOODI;SELITES;KAUPAN;DOKUMENTAATIO;RINNAKKAISTUONTI;MYYNTILUPANRO;EUMYYNTILUPANRO
1816;007016;10 x 10 ml;R;Fentanyl Hameln;50 mikrog/ml;injektioneste, liuos;Hameln Pharma GmbH;N01AH01;fentanyyli;1;G;0;15743;
1816;089063;10 x 10 ml;R;Fentanyl Kalceks;50 mikrog/ml;injektioneste, liuos;AS Kalceks;N01AH01;fentanyyli;1;G;0;37914;
1816;432520;50 ml;R;Fentanyl Hameln;50 mikrog/ml;injektioneste, liuos;Hameln Pharma GmbH;N01AH01;fentanyyli;1;G;0;15743;
1816;530963;5 x 10 ml;R;Fentanyl;50 mikrog/ml;injektioneste, liuos;Piramal Critical Care B.V.;N01AH01;fentanyyli;1;A;0;933;
1816;547466;10 x 2 ml;R;Fentanyl Kalceks;50 mikrog/ml;injektioneste, liuos;AS Kalceks;N01AH01;fentanyyli;1;G;0;37914;
1816;571031;5 x 2 ml;R;Fentanyl;50 mikrog/ml;injektioneste, liuos;Piramal Critical Care B.V.;N01AH01;fentanyyli;1;A;0;933;
1817;165710;10 x 2 ml;R;Alfentanil Hameln;0.5 mg/ml;injektioneste, liuos;Hameln Pharma GmbH;N01AH02;alfentaniili;1;G;0;33296;
1817;192313;5 x 10 ml;R;Rapifen;0.5 mg/ml;injektioneste, liuos;Piramal Critical Care B.V.;N01AH02;alfentaniili;1;A;0;9427;
1817;392850;5 x 10 ml;R;Alfentanil Kalceks;0.5 mg/ml;injektio/infuusioneste, liuos;AS Kalceks;N01AH02;alfentaniili;1;G;0;36322;
1817;466964;10 x 10 ml;R;Alfentanil Hameln;0.5 mg/ml;injektioneste, liuos;Hameln Pharma GmbH;N01AH02;alfentaniili;1;G;0;33296;
1817;475916;5 x 2 ml;R;Rapifen;0.5 mg/ml;injektioneste, liuos;Piramal Critical Care B.V.;N01AH02;alfentaniili;1;A;0;9427;
1817;562552;10 x 2 ml;R;Alfentanil Kalceks;0.5 mg/ml;injektio/infuusioneste, liuos;AS Kalceks;N01AH02;alfentaniili;1;G;0;36322;
1818;130441;5 x 2 ml;R;Sufenta;5 mikrog/ml;injektioneste, liuos;Piramal Critical Care B.V.;N01AH03;sufentaniili;1;A;0;11174;
1818;574171;5 x 2 ml;R;Sufentanil Hameln;5 mikrog/ml;injektio-/infuusioneste, liuos;Hameln Pharma GmbH;N01AH03;sufentaniili;1;G;0;16229;
1819;007015;5 x 5 ml;R;Sufentanil Hameln;50 mikrog/ml;injektio-/infuusioneste, liuos;Hameln Pharma GmbH;N01AH03;sufentaniili;1;G;0;16228;
1820;035890;5 x 1 mg;R;Remifentanil B. Braun;1 mg;kuiva-aine v‰likonsentraatiksi injektio-/infuusionestett‰ varten, liuos;B. Braun Melsungen AG;N01AH06;remifentaniili;0;G;0;28410;
1820;199505;5 x 1 mg;R;Ultiva;1 mg;kuiva-aine v‰likonsentraatiksi injektio-/infuusionestett‰ varten, liuos;Aspen Pharma Trading Limited;N01AH06;remifentaniili;1;A;0;12408;
1820;512466;5 x 1 mg;R;Remifentanil hameln;1 mg;kuiva-aine v‰likonsentraatiksi injektio-/infuusionestett‰ varten, liuos;Hameln Pharma GmbH;N01AH06;remifentaniili;1;G;0;39640;
1821;036361;5 x 2 mg;R;Remifentanil hameln;2 mg;kuiva-aine v‰likonsentraatiksi injektio-/infuusionestett‰ varten, liuos;Hameln Pharma GmbH;N01AH06;remifentaniili;1;G;0;39641;
1821;199612;5 x 2 mg;R;Ultiva;2 mg;kuiva-aine v‰likonsentraatiksi injektio-/infuusionestett‰ varten, liuos;Aspen Pharma Trading Limited;N01AH06;remifentaniili;1;A;0;12409;
1821;418226;5 x 2 mg;R;Remifentanil B. Braun;2 mg;kuiva-aine v‰likonsentraatiksi injektio-/infuusionestett‰ varten, liuos;B. Braun Melsungen AG;N01AH06;remifentaniili;0;G;0;28411;
1822;064713;5 x 5 mg;R;Remifentanil B. Braun;5 mg;kuiva-aine v‰likonsentraatiksi injektio-/infuusionestett‰ varten, liuos;B. Braun Melsungen AG;N01AH06;remifentaniili;0;G;0;28412;
1822;199661;5 x 5 mg;R;Ultiva;5 mg;kuiva-aine v‰likonsentraatiksi injektio-/infuusionestett‰ varten, liuos;Aspen Pharma Trading Limited;N01AH06;remifentaniili;1;A;0;12410;
1822;557228;5 x 5 mg;R;Remifentanil hameln;5 mg;kuiva-aine v‰likonsentraatiksi injektio-/infuusionestett‰ varten, liuos;Hameln Pharma GmbH;N01AH06;remifentaniili;1;G;0;39642;
1826;001927;5 x 20 ml;R;Propofol-Lipuro;10 mg/ml;injektio/infuusioneste, emulsio;B. Braun Melsungen AG;N01AX10;propofoli;1;G;0;14787;
1826;016060;10 x 100 ml;R;Propofol-Lipuro;10 mg/ml;injektio/infuusioneste, emulsio;B. Braun Melsungen AG;N01AX10;propofoli;1;G;0;14787;
1826;016102;10 x 50 ml;R;Propofol-Lipuro;10 mg/ml;injektio/infuusioneste, emulsio;B. Braun Melsungen AG;N01AX10;propofoli;1;G;0;14787;
1826;021756;5 x 20 ml;R;Propolipid;10 mg/ml;injektio/infuusioneste, emulsio;Fresenius Kabi AB;N01AX10;propofoli;1;G;0;20006;
1826;127091;10 x 100 ml;R;Propolipid;10 mg/ml;injektio/infuusioneste, emulsio;Fresenius Kabi AB;N01AX10;propofoli;1;G;0;20006;
1826;158401;10 x 20 ml;R;Profast;10 mg/ml;injektio/infuusioneste, emulsio;Baxter Holding B.V.;N01AX10;propofoli;1;G;0;27983;
1826;185044;5 x 20 ml;R;Profast;10 mg/ml;injektio/infuusioneste, emulsio;Baxter Holding B.V.;N01AX10;propofoli;0;G;0;27983;
1826;401076;50 ml;R;Profast;10 mg/ml;injektio/infuusioneste, emulsio;Baxter Holding B.V.;N01AX10;propofoli;0;G;0;27983;
1826;449739;10 x 50 ml;R;Propolipid;10 mg/ml;injektio/infuusioneste, emulsio;Fresenius Kabi AB;N01AX10;propofoli;1;G;0;20006;
1826;581219;100 ml;R;Profast;10 mg/ml;injektio/infuusioneste, emulsio;Baxter Holding B.V.;N01AX10;propofoli;1;G;0;27983;
1826;596557;10 x 50 ml;R;Profast;10 mg/ml;injektio/infuusioneste, emulsio;Baxter Holding B.V.;N01AX10;propofoli;1;G;0;27983;
1827;016046;10 x 50 ml;R;Propofol-Lipuro;20 mg/ml;injektio/infuusioneste, emulsio;B. Braun Melsungen AG;N01AX10;propofoli;1;G;0;16780;
1827;109007;10 x 50 ml;R;Profast;20 mg/ml;injektio/infuusioneste, emulsio;Baxter Holding B.V.;N01AX10;propofoli;1;G;0;27984;
1827;559226;50 ml;R;Profast;20 mg/ml;injektio/infuusioneste, emulsio;Baxter Holding B.V.;N01AX10;propofoli;0;G;0;27984;
1827;573111;10 x 50 ml;R;Propolipid;20 mg/ml;injektio/infuusioneste, emulsio;Fresenius Kabi AB;N01AX10;propofoli;1;G;0;20007;
1836;014444;50 x 1.7 ml;R;Ubistesin;40 mg/ml + 5 mikrog/ml;injektioneste, liuos;Pierrel S.p.A.;N01BB58;artikaiini, yhdistelm‰valmisteet;1;A;0;17295;
1836;020140;50 x 1.7 ml;R;Septocaine;40 mg/ml + 5 mikrog/ml;injektioneste, liuos;Septodont;N01BB58;artikaiini, yhdistelm‰valmisteet;1;A;0;18616;
1837;020151;50 x 1.7 ml;R;Septocaine Forte;40 mg/ml + 10 mikrog/ml;injektioneste, liuos;Septodont;N01BB58;artikaiini, yhdistelm‰valmisteet;1;A;0;18615;
1838;022119;5 x 1 ml;R;Oxynorm;10 mg/ml;injektio-/infuusioneste, liuos;Mundipharma Oy;N02AA05;oksikodoni;1;A;0;17150;
1838;517770;5 x 1 ml;R;Oxycodone Kalceks;10 mg/ml;injektio-/infuusioneste, liuos;AS Kalceks;N02AA05;oksikodoni;0;G;0;35786;
1839;089648;10 x 100 ml;R;Paracetamol B. Braun;10 mg/ml;infuusioneste, liuos;B. Braun Melsungen AG;N02BE01;parasetamoli;1;G;0;29564;
1839;122977;20 x 10 ml;R;Paracetamol B. Braun;10 mg/ml;infuusioneste, liuos;B. Braun Melsungen AG;N02BE01;parasetamoli;1;G;0;29564;
1839;131741;10 x 50 ml;R;Paracetamol B. Braun;10 mg/ml;infuusioneste, liuos;B. Braun Melsungen AG;N02BE01;parasetamoli;1;G;0;29564;
1839;165221;10 x 50 ml;R;Paracetamol Fresenius Kabi;10 mg/ml;infuusioneste, liuos;Fresenius Kabi AB;N02BE01;parasetamoli;0;G;0;27825;
1839;456529;10 x 100 ml;R;Paracetamol Fresenius Kabi;10 mg/ml;infuusioneste, liuos;Fresenius Kabi AB;N02BE01;parasetamoli;1;G;0;27825;
1846;002245;10 x 5 ml;R;Midazolam hameln;1 mg/ml;injektio/infuusioneste, liuos;Hameln Pharma Plus GmbH;N05CD08;midatsolaami;1;G;0;14718;
1846;406469;10 x 5 ml;R;Midazolam Accord;1 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;N05CD08;midatsolaami;1;G;0;23839;
1846;472162;50 ml;R;Midazolam hameln;1 mg/ml;injektio/infuusioneste, liuos;Hameln Pharma Plus GmbH;N05CD08;midatsolaami;0;G;0;14718;
1847;002019;5 x 10 ml;R;Midazolam hameln;5 mg/ml;injektio/infuusioneste, liuos;Hameln Pharma GmbH;N05CD08;midatsolaami;1;G;0;14720;
1847;002124;5 x 3 ml;R;Midazolam hameln;5 mg/ml;injektio/infuusioneste, liuos;Hameln Pharma GmbH;N05CD08;midatsolaami;1;G;0;14720;
1847;067329;10 x 3 ml;R;Midazolam Accord;5 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;N05CD08;midatsolaami;1;G;0;23840;
1847;561109;10 x 1 ml;R;Midazolam Accord;5 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;N05CD08;midatsolaami;0;G;0;23840;
1847;595478;10 ml;R;Midazolam Accord;5 mg/ml;injektio-/infuusioneste, liuos;Accord Healthcare B.V.;N05CD08;midatsolaami;0;G;0;23840;
1848;032476;10 x 1 ml;R;Nexodal;0.4 mg/ml;injektio-/infuusioneste, liuos;Orpha-Devel Handels und Vertriebs GmbH;V03AB15;naloksoni;1;G;0;24260;
1848;177076;10 x 1 ml;R;Nalofarm;0.4 mg/ml;injektio-/infuusioneste, liuos;Orifarm Oy;V03AB15;naloksoni;1;;1;43465;
1849;036259;5 x 5 ml;R;Flumazenil Hameln;0.1 mg/ml;injektio-/infuusioneste, liuos;Hameln Pharma GmbH;V03AB25;flumatseniili;1;G;0;21290;
1849;036633;5 x 5 ml;R;Flumazenil Fresenius Kabi;0.1 mg/ml;injektioneste, liuos;Fresenius Kabi AB;V03AB25;flumatseniili;0;G;0;21291;
1850;077562;10 x 1000 mg;R;Ceftazidim Fresenius Kabi;1000 mg;injektiokuiva-aine, liuosta varten;Fresenius Kabi AB;J01DD02;keftatsidiimi;1;G;0;24673;
1850;116203;10 x 1 g;R;Ceftazidim MIP Pharma;1 g;injektio-/infuusiokuiva-aine liuosta varten;MIP Pharma GmbH;J01DD02;keftatsidiimi;1;G;0;31666;
1850;134189;1 g;R;Glazidim;1 g;injektiokuiva-aine, liuosta varten;Sandoz A/S;J01DD02;keftatsidiimi;0;A;0;30689;
1851;077573;10 x 2000 mg;R;Ceftazidim Fresenius Kabi;2000 mg;injektio-/infuusiokuiva-aine liuosta varten;Fresenius Kabi AB;J01DD02;keftatsidiimi;1;G;0;24674;
1851;552243;10 x 2 g;R;Ceftazidim MIP Pharma;2 g;injektio-/infuusiokuiva-aine liuosta varten;MIP Pharma GmbH;J01DD02;keftatsidiimi;1;G;0;31667;
1852;112449;10 x 1 g;R;Ceftriaxon Fresenius Kabi;1 g;injektio-/infuusiokuiva-aine liuosta varten;Fresenius Kabi AB;J01DD04;keftriaksoni;1;G;0;23453;
1852;134454;10 x 1 g;R;Ceftriaxone Kalceks;1 g;injektio-/infuusiokuiva-aine liuosta varten;AS Kalceks;J01DD04;keftriaksoni;1;G;0;39774;
1852;181801;10 x 1 g;R;Ceftriaxon Navamedic;1 g;injektio-/infuusiokuiva-aine liuosta varten;Navamedic ASA;J01DD04;keftriaksoni;1;G;0;20156;
1852;448322;10 x 1 g;R;Ceftriaxon MIP Pharma;1 g;injektio-/infuusiokuiva-aine liuosta varten;MIP Pharma GmbH;J01DD04;keftriaksoni;1;G;0;30027;
1854;112422;10 x 2 g;R;Ceftriaxon Fresenius Kabi;2 g;infuusiokuiva-aine, liuosta varten;Fresenius Kabi AB;J01DD04;keftriaksoni;1;G;0;23454;
1854;495225;10 x 2 g;R;Ceftriaxon Navamedic;2 g;infuusiokuiva-aine, liuosta varten;Navamedic ASA;J01DD04;keftriaksoni;1;G;0;20157;
1854;545526;10 x 2 g;R;Ceftriaxone Kalceks;2 g;injektio-/infuusiokuiva-aine liuosta varten;AS Kalceks;J01DD04;keftriaksoni;1;G;0;39775;
1854;567443;10 x 2 g;R;Ceftriaxon MIP Pharma;2 g;infuusiokuiva-aine, liuosta varten;MIP Pharma GmbH;J01DD04;keftriaksoni;1;G;0;30028;
1856;041983;10 x 500 mg;R;Meropenem Stada;500 mg;injektio-/infuusiokuiva-aine liuosta varten;STADA Arzneimittel AG;J01DH02;meropeneemi;1;G;0;29782;
1856;093167;10 x 500 mg;R;Meropenem SUN;500 mg;injektio-/infuusiokuiva-aine liuosta varten;Sun Pharmaceutical Industries B.V.;J01DH02;meropeneemi;1;G;0;37066;
1856;141007;10 x 500 mg;R;Meropenem Kalceks;500 mg;injektio-/infuusiokuiva-aine liuosta varten;AS Kalceks;J01DH02;meropeneemi;1;G;0;39623;
1856;394244;10 x 500 mg;R;Meropenem Qilu;500 mg;injektio-/infuusiokuiva-aine liuosta varten;Qilu Pharma Spain S.L.;J01DH02;meropeneemi;1;G;0;39812;
1856;466002;10 x 500 mg;R;Meronem;500 mg;injektio-/infuusiokuiva-aine liuosta varten;Pfizer Oy;J01DH02;meropeneemi;0;A;0;39130;
1857;043428;10 x 1 g;R;Meropenem Medical Valley;1 g;injektio-/infuusiokuiva-aine liuosta varten;Medical Valley Invest AB;J01DH02;meropeneemi;1;G;0;38466;
1857;092277;10 x 1 g;R;Meropenem Kalceks;1 g;injektio-/infuusiokuiva-aine liuosta varten;AS Kalceks;J01DH02;meropeneemi;1;G;0;39624;
1857;116067;10 x 1 g;R;Meropenem Stada;1 g;injektio-/infuusiokuiva-aine liuosta varten;STADA Arzneimittel AG;J01DH02;meropeneemi;1;G;0;29783;
1857;171001;10 x 1 g;R;Meropenem SUN;1 g;injektio-/infuusiokuiva-aine liuosta varten;Sun Pharmaceutical Industries B.V.;J01DH02;meropeneemi;1;G;0;37067;
1857;554819;10 x 1 g;R;Meropenem Qilu;1 g;injektio-/infuusiokuiva-aine liuosta varten;Qilu Pharma Spain S.L.;J01DH02;meropeneemi;1;G;0;39814;
1857;555834;10 x 1 g;R;Meronem;1 g;injektio-/infuusiokuiva-aine liuosta varten;Pfizer Oy;J01DH02;meropeneemi;0;A;0;11682;
1859;405001;1 g;R;Abboticin;1 g;infuusiokuiva-aine, liuosta varten;Amdipharm Limited;J01FA01;erytromysiini;1;G;0;9143;
1859;467014;1 g;R;Abboticin;1 g;infuusiokuiva-aine, liuosta varten;Orifarm Oy;J01FA01;erytromysiini;1;;1;35021;
1860;027846;5 x 4 ml;R;Clindamycin Abcur;150 mg/ml;injektio-/infuusioneste, liuos;Abcur AB;J01FF01;klindamysiini;1;G;0;38446;
1860;037834;5 x 4 ml;R;Clindamycin MIP;150 mg/ml;injektioneste, liuos;MIP Pharma GmbH;J01FF01;klindamysiini;1;G;0;17689;
1860;178432;5 x 4 ml;R;Clindamycin Fresenius Kabi;150 mg/ml;injektioneste, liuos/infuusiokonsentraatti, liuosta varten;Fresenius Kabi AB;J01FF01;klindamysiini;1;G;0;24305;
1860;481675;5 x 2 ml;R;Clindamycin Abcur;150 mg/ml;injektio-/infuusioneste, liuos;Abcur AB;J01FF01;klindamysiini;1;G;0;38446;
1860;494701;5 x 2 ml;R;Clindamycin Fresenius Kabi;150 mg/ml;injektioneste, liuos/infuusiokonsentraatti, liuosta varten;Fresenius Kabi AB;J01FF01;klindamysiini;1;G;0;24305;
1861;106602;10 x 100 ml;R;Ciprofloxacin Navamedic;2 mg/ml;infuusioneste, liuos;Navamedic ASA;J01MA02;siprofloksasiini;1;G;0;22609;
1861;449510;10 x 200 ml;R;Ciprofloxacin Fresenius Kabi;2 mg/ml;infuusioneste, liuos;Fresenius Kabi AB;J01MA02;siprofloksasiini;1;G;0;21759;
1861;471209;10 x 100 ml;R;Ciprofloxacin Fresenius Kabi;2 mg/ml;infuusioneste, liuos;Fresenius Kabi AB;J01MA02;siprofloksasiini;1;G;0;21759;
1861;505571;10 x 200 ml;R;Ciprofloxacin Navamedic;2 mg/ml;infuusioneste, liuos;Navamedic ASA;J01MA02;siprofloksasiini;1;G;0;22609;
1863;500980;5 x 500 mg;R;Vancosan;500 mg;infuusiokuiva-aine, liuosta varten;MIP Pharma GmbH;J01XA01;vankomysiini;1;G;0;28525;
1863;529399;500 mg;R;Vancosan;500 mg;infuusiokuiva-aine, liuosta varten;MIP Pharma GmbH;J01XA01;vankomysiini;1;G;0;28525;
1864;110314;5 x 1000 mg;R;Vancosan;1000 mg;infuusiokuiva-aine, liuosta varten;MIP Pharma GmbH;J01XA01;vankomysiini;1;G;0;28526;
1864;376941;1000 mg;R;Vancosan;1000 mg;infuusiokuiva-aine, liuosta varten;MIP Pharma GmbH;J01XA01;vankomysiini;1;G;0;28526;
1866;134121;50 mg;R;Caspofungin Sandoz;50 mg;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Sandoz A/S;J02AX04;kaspofungiini;1;G;0;35899;
1866;141794;50 mg;R;Caspofungin Orion;50 mg;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Orion Corporation;J02AX04;kaspofungiini;0;G;0;33836;
1866;443962;50 mg;R;Caspofungin Tillomed;50 mg;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Tillomed Pharma GmbH;J02AX04;kaspofungiini;1;G;0;39456;
1866;501681;50 mg;R;Caspofungin Viatris;50 mg;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Viatris Limited;J02AX04;kaspofungiini;1;G;0;34399;
1866;584307;50 mg;R;Caspofungin STADA;50 mg;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;STADA Arzneimittel AG;J02AX04;kaspofungiini;1;G;0;37984;
1866;590060;50 mg;R;Caspofungin Lorien;50 mg;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Laboratorios Lorien S.L.;J02AX04;kaspofungiini;0;G;0;33641;
1867;056758;70 mg;R;Caspofungin Tillomed;70 mg;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Tillomed Pharma GmbH;J02AX04;kaspofungiini;1;G;0;39461;
1867;075428;70 mg;R;Caspofungin Viatris;70 mg;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Viatris Limited;J02AX04;kaspofungiini;1;G;0;34398;
1867;135224;70 mg;R;Caspofungin STADA;70 mg;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;STADA Arzneimittel AG;J02AX04;kaspofungiini;1;G;0;37985;
1867;430541;70 mg;R;Caspofungin Sandoz;70 mg;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Sandoz A/S;J02AX04;kaspofungiini;1;G;0;35900;
1867;484900;70 mg;R;Caspofungin Orion;70 mg;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Orion Corporation;J02AX04;kaspofungiini;0;G;0;33837;
1867;491330;70 mg;R;Caspofungin Lorien;70 mg;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Laboratorios Lorien S.L.;J02AX04;kaspofungiini;0;G;0;33642;
1869;058262;100 mg;R;Bendamustine Fresenius Kabi;2.5 mg/ml;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Fresenius Kabi AB;L01AA09;bendamustiini;1;G;0;32764;
1869;119365;5 x 100 mg;R;Bendamustine Accord;2.5 mg/ml;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Accord Healthcare B.V.;L01AA09;bendamustiini;1;G;0;31502;
1869;372836;20 x 25 mg;R;Bendamustine Avansor;2.5 mg/ml;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Avansor Pharma Oy;L01AA09;bendamustiini;0;G;0;32428;
1869;376924;5 x 100 mg;R;Bendamustine Avansor;2.5 mg/ml;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Avansor Pharma Oy;L01AA09;bendamustiini;0;G;0;32428;
1869;421284;25 mg;R;Bendamustine Medac;2.5 mg/ml;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Medac Gesellschaft F¸r Klinische Spezialpr‰parate mbH;L01AA09;bendamustiini;1;G;0;32429;
1869;445339;5 x 25 mg;R;Bendamustine Accord;2.5 mg/ml;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Accord Healthcare B.V.;L01AA09;bendamustiini;1;G;0;31502;
1869;464815;25 mg;R;Bendamustine Fresenius Kabi;2.5 mg/ml;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Fresenius Kabi AB;L01AA09;bendamustiini;1;G;0;32764;
1869;511272;5 x 25 mg;R;Bendamustine Avansor;2.5 mg/ml;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Avansor Pharma Oy;L01AA09;bendamustiini;0;G;0;32428;
1869;570467;100 mg;R;Bendamustine Medac;2.5 mg/ml;kuiva-aine v‰likonsentraatiksi infuusionestett‰ varten, liuos;Medac Gesellschaft F¸r Klinische Spezialpr‰parate mbH;L01AA09;bendamustiini;1;G;0;32429;
1870;040706;20 ml;R;Kalciumfolinat Stada;10 mg/ml;injektioneste, liuos;STADA Arzneimittel AG;V03AF03;kalsiumfolinaatti;1;G;0;17495;
1870;040718;50 ml;R;Kalciumfolinat Stada;10 mg/ml;injektioneste, liuos;STADA Arzneimittel AG;V03AF03;kalsiumfolinaatti;1;G;0;17495;
1870;091278;100 ml;R;Calciumfolinate Sandoz;10 mg/ml;injektio-/infuusioneste, liuos;Sandoz A/S;V03AF03;kalsiumfolinaatti;1;G;0;33690;
1870;114733;10 x 10 ml;R;Calcium folinate Kalceks;10 mg/ml;injektio-/infuusioneste, liuos;Kalceks AS;V03AF03;kalsiumfolinaatti;1;G;0;42093;
1870;143145;35 ml;R;Calciumfolinate Sandoz;10 mg/ml;injektio-/infuusioneste, liuos;Sandoz A/S;V03AF03;kalsiumfolinaatti;1;G;0;33690;
1870;186942;10 x 50 ml;R;Calciumfolinat Fresenius Kabi;10 mg/ml;injektio-/infuusioneste, liuos;Fresenius Kabi Deutschland GmbH;V03AF03;kalsiumfolinaatti;1;G;0;32621;
1870;404943;10 x 30 ml;R;Calcium folinate Kalceks;10 mg/ml;injektio-/infuusioneste, liuos;Kalceks AS;V03AF03;kalsiumfolinaatti;1;G;0;42093;
1870;434724;50 ml;R;Calciumfolinate Sandoz;10 mg/ml;injektio-/infuusioneste, liuos;Sandoz A/S;V03AF03;kalsiumfolinaatti;1;G;0;33690;
1870;457070;10 x 35 ml;R;Calciumfolinat Fresenius Kabi;10 mg/ml;injektio-/infuusioneste, liuos;Fresenius Kabi Deutschland GmbH;V03AF03;kalsiumfolinaatti;1;G;0;32621;
1870;459086;10 ml;R;Calciumfolinate Sandoz;10 mg/ml;injektio-/infuusioneste, liuos;Sandoz A/S;V03AF03;kalsiumfolinaatti;1;G;0;33690;
1870;481392;10 x 50 ml;R;Calcium folinate Kalceks;10 mg/ml;injektio-/infuusioneste, liuos;Kalceks AS;V03AF03;kalsiumfolinaatti;1;G;0;42093;
1870;494327;10 x 10 ml;R;Calciumfolinat Fresenius Kabi;10 mg/ml;injektio-/infuusioneste, liuos;Fresenius Kabi Deutschland GmbH;V03AF03;kalsiumfolinaatti;1;G;0;32621;
1871;046835;20 x 20 ml;K;Natriumklorid Fresenius Kabi;9 mg/ml;injektioneste, liuos;Fresenius Kabi AB;V07AB;Liuottimet ja laimentimet, sis. huuhteluliuokset;1;G;0;12253;
1871;060642;20 x 5 ml;R;Natriumklorid Braun;9 mg/ml;injektioneste, liuos;B. Braun Melsungen AG;V07AB;Liuottimet ja laimentimet, sis. huuhteluliuokset;1;G;0;11888;
1871;060651;20 x 10 ml;R;Natriumklorid Braun;9 mg/ml;injektioneste, liuos;B. Braun Melsungen AG;V07AB;Liuottimet ja laimentimet, sis. huuhteluliuokset;1;G;0;11888;
1871;060660;20 x 20 ml;R;Natriumklorid Braun;9 mg/ml;injektioneste, liuos;B. Braun Melsungen AG;V07AB;Liuottimet ja laimentimet, sis. huuhteluliuokset;1;G;0;11888;
1871;128306;20 x 100 ml;R;Natriumklorid Braun;9 mg/ml;injektioneste, liuos;B. Braun Melsungen AG;V07AB;Liuottimet ja laimentimet, sis. huuhteluliuokset;1;G;0;11888;
1871;140269;10 x 10 ml;K;Natriumklorid Fresenius Kabi;9 mg/ml;injektioneste, liuos;Fresenius Kabi AB;V07AB;Liuottimet ja laimentimet, sis. huuhteluliuokset;1;G;0;12253;
1871;176899;20 x 10 ml;K;Natriumklorid Fresenius Kabi;9 mg/ml;injektioneste, liuos;Fresenius Kabi AB;V07AB;Liuottimet ja laimentimet, sis. huuhteluliuokset;1;G;0;12253;
1878;435111;8 x 10 ml;R;Busulfan Fresenius Kabi;6 mg/ml;infuusiokonsentraatti, liuosta varten;Fresenius Kabi Deutschland GmbH;L01AB01;busulfaani;1;G;0;31833;EU/1/14/951/001
1879;572839;10 x 200 mg;R;Dacarbazine Lipomed;200 mg;injektio/infuusiokuiva-aine, liuosta varten ;Lipomed GmbH;L01AX04;dakarbatsiini;1;G;0;30201;
1879;582711;10 x 200 mg;R;Dacarbazine medac;200 mg;injektio/infuusiokuiva-aine, liuosta varten ;Medac Gesellschaft F¸r Klinische Spezialpr‰parate mbH;L01AX04;dakarbatsiini;1;G;0;32630;
1884;006941;120 mg;R;Somatuline Autogel;120 mg;injektioneste, liuos, esit‰ytetty ruisku;Institut Produits Synthese (IPSEN) AB;H01CB03;lanreotidi;1;A;0;16367;
1884;392697;120 mg;R;Myrelez;120 mg;injektioneste, liuos, esit‰ytetty ruisku;Amdipharm Limited;H01CB03;lanreotidi;1;G;0;36950;
1887;135210;100;R;Deprakine;300 mg;depottabletti;Sanofi Oy;N03AG01;valproiinihappo;1;A;0;10266;
1887;417276;100;R;Valproat Sandoz;300 mg;depottabletti;Sandoz A/S;N03AG01;valproiinihappo;1;G;0;21855;
1889;135269;100;R;Deprakine;500 mg;depottabletti;Sanofi Oy;N03AG01;valproiinihappo;1;A;0;10267;
1889;513657;100;R;Valproat Sandoz;500 mg;depottabletti;Sandoz A/S;N03AG01;valproiinihappo;1;G;0;21856;
1894;050614;56;R;Lyrica;225 mg;kapseli, kova;Upjohn EESV;N02BF02;pregabaliini;1;A;0;21507;EU/1/04/279/034
1894;169175;56;R;Pregabalin Krka;225 mg;kapseli, kova;KRKA d.d. Novo mesto;N02BF02;pregabaliini;1;G;0;32457;
1894;389881;56;R;Pregabalin 1A Farma;225 mg;kapseli, kova;1A Farma A/S;N02BF02;pregabaliini;0;G;0;36970;
1894;402619;56;R;Pregabalin Orion;225 mg;kapseli, kova;Orion Corporation;N02BF02;pregabaliini;0;G;0;32472;
